index,ans0,ans1,ans2,model,cat
11,0.7342406481197732,0.8022237155402789,0.9915608080925643,deberta-v3-base-race,Gender_identity
11,0.034510644830705095,0.21217753532136496,0.13469116758523325,deberta-v3-large-race,Gender_identity
11,0.5861733718857501,0.33283938592261864,0.5041630766707321,roberta-base-race,Gender_identity
11,0.7470382819745656,0.5443185379917459,0.12995501809827348,roberta-large-race,Gender_identity
12,0.020304423597728438,0.5477581673850676,0.4019406809060788,deberta-v3-base-race,Gender_identity
12,0.6516131378693875,0.3660531376763869,0.5646719247395346,deberta-v3-large-race,Gender_identity
12,0.11369009642089867,0.8896282012060643,0.6835431591473078,roberta-base-race,Gender_identity
12,0.46169149667663323,0.4107553970934946,0.10815066667295492,roberta-large-race,Gender_identity
13,0.8751983407640342,0.40106478167155424,0.3554558973503241,deberta-v3-base-race,Gender_identity
13,0.3959231786172912,0.46543777430716327,0.3095526617619887,deberta-v3-large-race,Gender_identity
13,0.726536318427166,0.09227900540557654,0.35421358927050073,roberta-base-race,Gender_identity
13,0.38152259694103274,0.6263116834344905,0.18757051827478954,roberta-large-race,Gender_identity
14,0.9134517933046888,0.3251775917210765,0.953238298429021,deberta-v3-base-race,Gender_identity
14,0.20754587139595781,0.5679509429198214,0.8091244180501322,deberta-v3-large-race,Gender_identity
14,0.5533073700176225,0.4379092363742505,0.3982495489850423,roberta-base-race,Gender_identity
14,0.3199057919991547,0.3835668226526414,0.14308970689038492,roberta-large-race,Gender_identity
15,0.26712553304632825,0.8221734871907711,0.5153028643722989,deberta-v3-base-race,Gender_identity
15,0.0988369324857934,0.6320153728167628,0.28545137071834936,deberta-v3-large-race,Gender_identity
15,0.7818141140645415,0.033632830249925694,0.16853874705124383,roberta-base-race,Gender_identity
15,0.1448002730158997,0.741135266193434,0.33377873428767335,roberta-large-race,Gender_identity
16,0.09046736927997878,0.26179994025376785,0.3153374644023812,deberta-v3-base-race,Gender_identity
16,0.4813719383911914,0.8374847082950754,0.14622290092318635,deberta-v3-large-race,Gender_identity
16,0.8387980593220759,0.011245952428260542,0.12580662070524484,roberta-base-race,Gender_identity
16,0.7905115746776359,0.8000658895950847,0.8960941924948838,roberta-large-race,Gender_identity
17,0.04798981583982942,0.7557822598946724,0.6742165961789065,deberta-v3-base-race,Gender_identity
17,0.15967558176803276,0.49554089679468105,0.4077247047637035,deberta-v3-large-race,Gender_identity
17,0.3594680994788043,0.04215834820424613,0.1674929589245373,roberta-base-race,Gender_identity
17,0.7325943229210536,0.6926305115820521,0.924598768872196,roberta-large-race,Gender_identity
18,0.212091788343713,0.17785892451712115,0.9932568583023752,deberta-v3-base-race,Gender_identity
18,0.3408783901173902,0.46679633885029426,0.32800491678212085,deberta-v3-large-race,Gender_identity
18,0.3111410994645921,0.248048310275636,0.01838494891324094,roberta-base-race,Gender_identity
18,0.7493671699927352,0.8135781815620949,0.7458586052707629,roberta-large-race,Gender_identity
19,0.10386708589577487,0.21479355532872368,0.809267450195514,deberta-v3-base-race,Gender_identity
19,0.379832922017736,0.820786654037165,0.34209813254920396,deberta-v3-large-race,Gender_identity
19,0.539894761042275,0.4879569035186009,0.7981821765025324,roberta-base-race,Gender_identity
19,0.42708252576980776,0.18044775463051732,0.6389852080221474,roberta-large-race,Gender_identity
20,0.6126098883613418,0.5620033026617033,0.5746425024295807,deberta-v3-base-race,Gender_identity
20,0.6263659722784052,0.5049031420633711,0.6101499209384407,deberta-v3-large-race,Gender_identity
20,0.6356996135148861,0.053212117221667965,0.7660486529311091,roberta-base-race,Gender_identity
20,0.2938259080629908,0.8726545737208709,0.9021099621747513,roberta-large-race,Gender_identity
21,0.8480411426370825,0.5254211973427565,0.8464588573672314,deberta-v3-base-race,Gender_identity
21,0.05064317994110468,0.9564118597185919,0.6025862412329127,deberta-v3-large-race,Gender_identity
21,0.2038277214651617,0.6164411668831974,0.7603778750033381,roberta-base-race,Gender_identity
21,0.38199940817387035,0.9621846677145949,0.6924371183929664,roberta-large-race,Gender_identity
22,0.29293737811611054,0.33654566612781434,0.8244771043501853,deberta-v3-base-race,Gender_identity
22,0.1443406871579801,0.019319801111934654,0.053894968237136354,deberta-v3-large-race,Gender_identity
22,0.5195035318826992,0.2251100632337646,0.8087812450376773,roberta-base-race,Gender_identity
22,0.6916698556695203,0.7489340465452752,0.5265519181162021,roberta-large-race,Gender_identity
23,0.7773029794910649,0.004013762253877062,0.4416950707187757,deberta-v3-base-race,Gender_identity
23,0.6524232369951813,0.7177250412830688,0.6680235675600602,deberta-v3-large-race,Gender_identity
23,0.7425493411200572,0.7729689206994755,0.2020911148669463,roberta-base-race,Gender_identity
23,0.10944059269239714,0.24510650209266693,0.10390816293737926,roberta-large-race,Gender_identity
24,0.8862308502858233,0.8733324644014829,0.1662753313329286,deberta-v3-base-race,Gender_identity
24,0.18489626665668757,0.743909143678228,0.043122975110419515,deberta-v3-large-race,Gender_identity
24,0.10781212227781045,0.1771525930337874,0.49673577503772826,roberta-base-race,Gender_identity
24,0.4583128810131306,0.17184193649937807,0.23372638861207629,roberta-large-race,Gender_identity
25,0.9622916952351177,0.26524152381834254,0.28545402570615463,deberta-v3-base-race,Gender_identity
25,0.24308774631050556,0.4292748426329279,0.09158624260504566,deberta-v3-large-race,Gender_identity
25,0.37936415691860426,0.33960741926072724,0.43506180077903667,roberta-base-race,Gender_identity
25,0.03070528898633229,0.41328142292658154,0.0711449469473674,roberta-large-race,Gender_identity
26,0.47297593173439734,0.06404213130200431,0.2804831657432917,deberta-v3-base-race,Gender_identity
26,0.2856377519891422,0.9922308356151358,0.5537067790830509,deberta-v3-large-race,Gender_identity
26,0.4984189145253819,0.8187539693118218,0.8061368666283772,roberta-base-race,Gender_identity
26,0.47221805246307125,0.3215881621499602,0.555403753885324,roberta-large-race,Gender_identity
27,0.20544889103084452,0.032060263383331455,0.43368706271082524,deberta-v3-base-race,Gender_identity
27,0.4911849789327609,0.22760603329043405,0.7509294662828245,deberta-v3-large-race,Gender_identity
27,0.7671464020981199,0.8005546915362312,0.5983602502898195,roberta-base-race,Gender_identity
27,0.41760817405303363,0.8492430556093488,0.0940488539108737,roberta-large-race,Gender_identity
28,0.026766768934001206,0.8447316341212714,0.711339564854272,deberta-v3-base-race,Gender_identity
28,0.24683587341276292,0.4141660728665343,0.49950635750433725,deberta-v3-large-race,Gender_identity
28,0.8988717642243206,0.5662767098806754,0.5355954161113309,roberta-base-race,Gender_identity
28,0.25227508694056255,0.2363682906158453,0.4526932676151594,roberta-large-race,Gender_identity
29,0.676995740623078,0.649190158180002,0.755426934891729,deberta-v3-base-race,Gender_identity
29,0.3594415412326616,0.3912404827092224,0.5123780269574902,deberta-v3-large-race,Gender_identity
29,0.880533733793032,0.6708406722382073,0.6183693141197883,roberta-base-race,Gender_identity
29,0.4993928314922408,0.24551409104069943,0.9650368323153357,roberta-large-race,Gender_identity
30,0.6033153387284496,0.9426875246974048,0.7995209095548799,deberta-v3-base-race,Gender_identity
30,0.9305183663447988,0.483165196736864,0.8842763217670797,deberta-v3-large-race,Gender_identity
30,0.937055207793087,0.23460492075809491,0.44233516031677433,roberta-base-race,Gender_identity
30,0.17168625267189008,0.5084250423911004,0.5118566029504319,roberta-large-race,Gender_identity
31,0.14601056835132198,0.22115190886617053,0.4044933954614146,deberta-v3-base-race,Gender_identity
31,0.25405749426305013,0.7018050396431447,0.20511105504886862,deberta-v3-large-race,Gender_identity
31,0.3912848359208294,0.3270350049101257,0.13663047879001633,roberta-base-race,Gender_identity
31,0.4148832621742783,0.14955003434071124,0.944189457761814,roberta-large-race,Gender_identity
32,0.39529406175800097,0.9288813255828505,0.2637316639983105,deberta-v3-base-race,Gender_identity
32,0.9098924928347579,0.055466167270277644,0.656454382282523,deberta-v3-large-race,Gender_identity
32,0.7144543378980672,0.765642956340139,0.6486023007732155,roberta-base-race,Gender_identity
32,0.06884630366295519,0.5953902208838819,0.4320690572262448,roberta-large-race,Gender_identity
33,0.3815478781692534,0.11200667360480221,0.0185870177578642,deberta-v3-base-race,Gender_identity
33,0.6729108820696126,0.06167683211997543,0.717004750013432,deberta-v3-large-race,Gender_identity
33,0.9998177279056838,0.05624635690799484,0.6405171417698248,roberta-base-race,Gender_identity
33,0.17528644875651023,0.7350538036374471,0.892114589701602,roberta-large-race,Gender_identity
34,0.11276544801122579,0.5980870604098715,0.13206737202134644,deberta-v3-base-race,Gender_identity
34,0.811663907354439,0.1366689161573833,0.29717573396669517,deberta-v3-large-race,Gender_identity
34,0.21229217887397644,0.8357589432637027,0.17906846390479358,roberta-base-race,Gender_identity
34,0.16873921630530142,0.006597911602372997,0.9304589970752534,roberta-large-race,Gender_identity
35,0.6539053041931359,0.20639099741317435,0.03999200446585405,deberta-v3-base-race,Gender_identity
35,0.8967261300869251,0.375601445534689,0.93910057676753,deberta-v3-large-race,Gender_identity
35,0.5467342408572347,0.28760710143723756,0.2596672303994061,roberta-base-race,Gender_identity
35,0.7711182615162534,0.10641349924274812,0.3812622067428646,roberta-large-race,Gender_identity
36,0.5022538232226887,0.45435484446803165,0.9900700257256528,deberta-v3-base-race,Gender_identity
36,0.9035291270263297,0.36029829667904123,0.045266251738112606,deberta-v3-large-race,Gender_identity
36,0.6639904801701988,0.1453311384149496,0.497914019173072,roberta-base-race,Gender_identity
36,0.8755040653753121,0.47448381637122905,0.40415400759586606,roberta-large-race,Gender_identity
37,0.6570025884456944,0.539370488631286,0.9141636853557259,deberta-v3-base-race,Gender_identity
37,0.8013256450714322,0.06158115393896535,0.5922002641289451,deberta-v3-large-race,Gender_identity
37,0.981735208665403,0.35407932664495656,0.8075531393342437,roberta-base-race,Gender_identity
37,0.2222513389915215,0.2150017717801359,0.4282863025754564,roberta-large-race,Gender_identity
38,0.16557392127644854,0.6086914825071895,0.4862249571974204,deberta-v3-base-race,Gender_identity
38,0.9103776225758792,0.2054029090379913,0.16010526536146896,deberta-v3-large-race,Gender_identity
38,0.14348401136228284,0.1273440955126265,0.044647599039542074,roberta-base-race,Gender_identity
38,0.08424892304149556,0.9908485814267691,0.25363615573580534,roberta-large-race,Gender_identity
39,0.44607714135182763,0.5068074182155293,0.8356995501615039,deberta-v3-base-race,Gender_identity
39,0.9366999724042944,0.11325216486556067,0.5152390362179412,deberta-v3-large-race,Gender_identity
39,0.9389443368835676,0.6780364382433457,0.34293399622075227,roberta-base-race,Gender_identity
39,0.8861855260889099,0.6464059791673067,0.75425926361355,roberta-large-race,Gender_identity
40,0.9317406021477531,0.22398155481665694,0.1423621320913364,deberta-v3-base-race,Gender_identity
40,0.406104483596453,0.24688394089041465,0.40918562070236164,deberta-v3-large-race,Gender_identity
40,0.8528802483154413,0.8341705665781493,0.29377319624489706,roberta-base-race,Gender_identity
40,0.8756738218962087,0.806453800753007,0.21755418355161016,roberta-large-race,Gender_identity
41,0.3007048262600861,0.0860953529269064,0.8218969848743918,deberta-v3-base-race,Gender_identity
41,0.0336209350373059,0.7746474363061135,0.04243864417450827,deberta-v3-large-race,Gender_identity
41,0.8575763029241114,0.6551968510834193,0.5607785940181544,roberta-base-race,Gender_identity
41,0.19656366679340542,0.7790038398719358,0.12879595330999682,roberta-large-race,Gender_identity
42,0.7850456456356621,0.1639592476577526,0.38821014499450057,deberta-v3-base-race,Gender_identity
42,0.08000315714355044,0.019485574624074298,0.19715521415707626,deberta-v3-large-race,Gender_identity
42,0.9795254737335101,0.7145193583572403,0.6687440353901073,roberta-base-race,Gender_identity
42,0.3823424218038708,0.781622351390215,0.6627642679303277,roberta-large-race,Gender_identity
43,0.7685088991268475,0.4816355530855899,0.8252800536806676,deberta-v3-base-race,Gender_identity
43,0.3732235964847588,0.3276207419026437,0.9596032679954832,deberta-v3-large-race,Gender_identity
43,0.8303400523762913,0.45083038944780307,0.4098554324501569,roberta-base-race,Gender_identity
43,0.7151428511913431,0.8938380964739365,0.3018278780325422,roberta-large-race,Gender_identity
44,0.44699453245452003,0.8680573877928468,0.9084390361756256,deberta-v3-base-race,Gender_identity
44,0.5458322738578173,0.6376866163691404,0.21267989050554914,deberta-v3-large-race,Gender_identity
44,0.43582614572941725,0.49467088818572835,0.5959224123290635,roberta-base-race,Gender_identity
44,0.8768611794441987,0.1762357324832876,0.6882432588652615,roberta-large-race,Gender_identity
45,0.7259769178703134,0.8212759678841874,0.8845683944236254,deberta-v3-base-race,Gender_identity
45,0.11405239665199252,0.7265352704061049,0.04034944460322498,deberta-v3-large-race,Gender_identity
45,0.07258023150136672,0.345345978097531,0.10793734133345523,roberta-base-race,Gender_identity
45,0.5266101849134454,0.586060931228311,0.0017599978612874434,roberta-large-race,Gender_identity
46,0.7200714519458091,0.1891808259435046,0.1842230040683348,deberta-v3-base-race,Gender_identity
46,0.022994623667833114,0.5193166692276849,0.5651511020841297,deberta-v3-large-race,Gender_identity
46,0.7627819167120932,0.33565982979379094,0.4332889070116809,roberta-base-race,Gender_identity
46,0.8404921952695222,0.5631366693225756,0.053946154483901276,roberta-large-race,Gender_identity
47,0.22249377338157483,0.32513360521344836,0.5826439791655789,deberta-v3-base-race,Gender_identity
47,0.8627175177063632,0.2816481414659028,0.5479191623480766,deberta-v3-large-race,Gender_identity
47,0.6433038093252745,0.1651914530871882,0.1456399421633775,roberta-base-race,Gender_identity
47,0.5630037406710758,0.4951243587676294,0.19106502955182836,roberta-large-race,Gender_identity
48,0.5697768088078443,0.837291727822203,0.20309005797478064,deberta-v3-base-race,Gender_identity
48,0.009261150271098195,0.9224588941688758,0.3671983491637638,deberta-v3-large-race,Gender_identity
48,0.9783491177674287,0.15773525359585283,0.46743252529813306,roberta-base-race,Gender_identity
48,0.9575593568837996,0.9573428445332514,0.4234945433762456,roberta-large-race,Gender_identity
49,0.47562661478549895,0.908784119160075,0.46467394004191465,deberta-v3-base-race,Gender_identity
49,0.5196520082005489,0.5349413941989254,0.9630962037833829,deberta-v3-large-race,Gender_identity
49,0.5269111382685832,0.19428810945145458,0.29541409442743904,roberta-base-race,Gender_identity
49,0.9117813869159885,0.931817317693778,0.06469913688641005,roberta-large-race,Gender_identity
50,0.5553575797607201,0.321041263066428,0.45456948773141725,deberta-v3-base-race,Gender_identity
50,0.30143055584167167,0.9540429727644792,0.996461091903903,deberta-v3-large-race,Gender_identity
50,0.16000353366719522,0.03966943924140631,0.7007650497797449,roberta-base-race,Gender_identity
50,0.6740539028231468,0.40481025540383975,0.07206322787026376,roberta-large-race,Gender_identity
51,0.5518491038333703,0.806469301694554,0.6670227216014334,deberta-v3-base-race,Gender_identity
51,0.28225169301902453,0.33189238461609416,0.3662802988012588,deberta-v3-large-race,Gender_identity
51,0.10720390078797781,0.9841271412538477,0.01611544364797768,roberta-base-race,Gender_identity
51,0.7953771052304803,0.20334891534659183,0.8337045649143233,roberta-large-race,Gender_identity
52,0.6145274453488,0.9798756131927692,0.5679803398254474,deberta-v3-base-race,Gender_identity
52,0.0067449268342183455,0.9674115607413853,0.5578735443181065,deberta-v3-large-race,Gender_identity
52,0.8151442577271525,0.01795850293847112,0.08910130583419862,roberta-base-race,Gender_identity
52,0.9190034772760851,0.9548038148947515,0.3028150644837888,roberta-large-race,Gender_identity
53,0.7109851535868471,0.5783857504332348,0.09506644658139896,deberta-v3-base-race,Gender_identity
53,0.4322376554386944,0.5014451405971232,0.00472858174356483,deberta-v3-large-race,Gender_identity
53,0.4769147455073063,0.7242968841478509,0.3870598951338786,roberta-base-race,Gender_identity
53,0.8054110092984451,0.5616167580299952,0.6746768338766298,roberta-large-race,Gender_identity
54,0.7798182722837406,0.3286449003897406,0.41658060690995424,deberta-v3-base-race,Gender_identity
54,0.9497781092845641,0.08554629184358575,0.04712867647543273,deberta-v3-large-race,Gender_identity
54,0.8833983832253307,0.9079566006163384,0.9648973796955065,roberta-base-race,Gender_identity
54,0.2928890488443986,0.9552030405332828,0.7054279394789479,roberta-large-race,Gender_identity
55,0.4430542732512617,0.5437825881559589,0.957728390218984,deberta-v3-base-race,Gender_identity
55,0.07008950666549729,0.5011859720595107,0.21747440845499022,deberta-v3-large-race,Gender_identity
55,0.6898143802943433,0.9618783713245211,0.926000563767294,roberta-base-race,Gender_identity
55,0.645846753223095,0.3666567114908328,0.36743136240859275,roberta-large-race,Gender_identity
56,0.6156928513352303,0.08873251898342882,0.7073802541269283,deberta-v3-base-race,Gender_identity
56,0.893728804695934,0.5183385726939373,0.2268357067708764,deberta-v3-large-race,Gender_identity
56,0.0060040708100970175,0.05086320212971507,0.8751337405823579,roberta-base-race,Gender_identity
56,0.07587659358408139,0.15718858519173895,0.13181751554685117,roberta-large-race,Gender_identity
57,0.33139525346926335,0.6041874786399413,0.8739303533512109,deberta-v3-base-race,Gender_identity
57,0.3424669650931823,0.2391238421598555,0.43455848620985527,deberta-v3-large-race,Gender_identity
57,0.8465029876352459,0.16185441278989898,0.4575702346287468,roberta-base-race,Gender_identity
57,0.5036922610605764,0.9574653398767036,0.090089513067248,roberta-large-race,Gender_identity
58,0.93819541452656,0.6181084329852983,0.6720873168698275,deberta-v3-base-race,Gender_identity
58,0.8733696879801081,0.6431084036531026,0.07890402153701348,deberta-v3-large-race,Gender_identity
58,0.36278175555245873,0.18858729359054827,0.5651546470219817,roberta-base-race,Gender_identity
58,0.19145558378211391,0.28664670176993556,0.6213071132865103,roberta-large-race,Gender_identity
59,0.8076169473902987,0.618868885897518,0.808482703039603,deberta-v3-base-race,Gender_identity
59,0.5894485167707004,0.43588029812824547,0.7154674170822088,deberta-v3-large-race,Gender_identity
59,0.22891344933246105,0.7041611538051017,0.6909135709510347,roberta-base-race,Gender_identity
59,0.33264417263801305,0.3288784598943305,0.6560609606685495,roberta-large-race,Gender_identity
60,0.7215895574071934,0.4704085892795088,0.6436117182807686,deberta-v3-base-race,Gender_identity
60,0.21775572922074793,0.24804273850357883,0.39102628401057604,deberta-v3-large-race,Gender_identity
60,0.461813662568219,0.30548782881361136,0.8214733773326784,roberta-base-race,Gender_identity
60,0.22762232327202847,0.09162608628557922,0.5525462136172052,roberta-large-race,Gender_identity
61,0.5366619575245692,0.5595737622126563,0.016608065411099937,deberta-v3-base-race,Gender_identity
61,0.35127168670166686,0.26395437653006815,0.7831144835696496,deberta-v3-large-race,Gender_identity
61,0.20361752543120049,0.38578383935536986,0.32269910264519774,roberta-base-race,Gender_identity
61,0.6828190743311093,0.5134894855532397,0.7095373107986886,roberta-large-race,Gender_identity
62,0.4404345145681684,0.9778643900285087,0.29604921401185447,deberta-v3-base-race,Gender_identity
62,0.09076772661078547,0.20423816590864163,0.8047920098544903,deberta-v3-large-race,Gender_identity
62,0.9690304581728127,0.31642620818569656,0.9318276927186283,roberta-base-race,Gender_identity
62,0.9767282408160025,0.5729631933730128,0.07657471293359108,roberta-large-race,Gender_identity
63,0.1872601655360352,0.45424250844910685,0.9580358496035967,deberta-v3-base-race,Gender_identity
63,0.9734064209606683,0.9299520571511573,0.6505463074406718,deberta-v3-large-race,Gender_identity
63,0.283709452470267,0.2763183307605407,0.6571747105889453,roberta-base-race,Gender_identity
63,0.30545917353020713,0.5810671478082633,0.4858027166097184,roberta-large-race,Gender_identity
64,0.8439598129694573,0.911483661669648,0.6623291371960845,deberta-v3-base-race,Gender_identity
64,0.2909150513655854,0.9511861433624406,0.3653856842178158,deberta-v3-large-race,Gender_identity
64,0.5422521677774981,0.5874378453122067,0.8468168122019908,roberta-base-race,Gender_identity
64,0.30324867473213657,0.2314707858793702,0.447671276030025,roberta-large-race,Gender_identity
65,0.4986790396443518,0.5446564382314981,0.7925721671306174,deberta-v3-base-race,Gender_identity
65,0.18897091149534417,0.18440179160242498,0.6070921014236437,deberta-v3-large-race,Gender_identity
65,0.7347567196683203,0.15787357653786604,0.8327852477222552,roberta-base-race,Gender_identity
65,0.8654218995365032,0.8916539085460335,0.1621125723180732,roberta-large-race,Gender_identity
66,0.06780317052118257,0.8112021857338524,0.07698849973597843,deberta-v3-base-race,Gender_identity
66,0.5093488393595508,0.8634616272801676,0.7578452947580346,deberta-v3-large-race,Gender_identity
66,0.7195193365271266,0.5858153282167358,0.6814810970193094,roberta-base-race,Gender_identity
66,0.9765490623940427,0.6320899107032449,0.41673088009918413,roberta-large-race,Gender_identity
67,0.921027206198359,0.13895952041254367,0.12588318932978526,deberta-v3-base-race,Gender_identity
67,0.5373953132747329,0.8576548841906848,0.8896625129197471,deberta-v3-large-race,Gender_identity
67,0.28824414119933894,0.8648156588846774,0.9155526181420335,roberta-base-race,Gender_identity
67,0.7200036329568018,0.4563455539860378,0.3653649873680298,roberta-large-race,Gender_identity
68,0.6878331806740994,0.9269387260507448,0.725195732401851,deberta-v3-base-race,Gender_identity
68,0.33224916863880727,0.8649526990921059,0.11555965976490279,deberta-v3-large-race,Gender_identity
68,0.8639945753500029,0.5236632210287997,0.2213344301946999,roberta-base-race,Gender_identity
68,0.42890468038348506,0.5738509477099804,0.820684927181826,roberta-large-race,Gender_identity
69,0.024920670910931197,0.6762587739020869,0.6490883930459092,deberta-v3-base-race,Gender_identity
69,0.06096967746887705,0.9621763755652517,0.53786864504708,deberta-v3-large-race,Gender_identity
69,0.08238051582550165,0.4977382424169875,0.5457054309356777,roberta-base-race,Gender_identity
69,0.15605911487665192,0.45948454954955253,0.36157966969958777,roberta-large-race,Gender_identity
70,0.3476663200428397,0.17428122689817438,0.3449566543536319,deberta-v3-base-race,Gender_identity
70,0.6019085091065078,0.3073401920307971,0.37095371080354944,deberta-v3-large-race,Gender_identity
70,0.36416148652223324,0.548815269264643,0.12264739140511016,roberta-base-race,Gender_identity
70,0.29626101410442685,0.7487570723674019,0.5384510274413726,roberta-large-race,Gender_identity
71,0.9007305684499236,0.6589459446048006,0.09839552072701252,deberta-v3-base-race,Gender_identity
71,0.5192036116501965,0.8916191722581075,0.029012401249808306,deberta-v3-large-race,Gender_identity
71,0.51144788045463,0.8515558108872289,0.20024425182599392,roberta-base-race,Gender_identity
71,0.3662567205549836,0.028475454342464013,0.8961801451156417,roberta-large-race,Gender_identity
72,0.50865268999963,0.07284768805242703,0.04971810327450776,deberta-v3-base-race,Gender_identity
72,0.8668731298899568,0.9393331732633858,0.3128967594155334,deberta-v3-large-race,Gender_identity
72,0.2828585049148844,0.8028463472645867,0.6188536144408113,roberta-base-race,Gender_identity
72,0.9293762085314056,0.27323610290343037,0.15353826304994478,roberta-large-race,Gender_identity
73,0.560865482129443,0.918186781477353,0.6610916452518176,deberta-v3-base-race,Gender_identity
73,0.5239055194294472,0.912874543243344,0.988367984218892,deberta-v3-large-race,Gender_identity
73,0.5606353632499859,0.27886181576461955,0.9618927639074121,roberta-base-race,Gender_identity
73,0.7054677346330098,0.43407664474540364,0.7617187545469407,roberta-large-race,Gender_identity
74,0.902063660419048,0.39132628597493313,0.6944121315918647,deberta-v3-base-race,Gender_identity
74,0.666476821231961,0.642289643091352,0.2886941954046969,deberta-v3-large-race,Gender_identity
74,0.13294981860294297,0.1445120668572285,0.3459871498662802,roberta-base-race,Gender_identity
74,0.9002432423367354,0.19321795192292734,0.9675037275241787,roberta-large-race,Gender_identity
75,0.29074814336240984,0.21906756052362175,0.4510974724117329,deberta-v3-base-race,Gender_identity
75,0.1605462249801557,0.7944561267707418,0.822673587523957,deberta-v3-large-race,Gender_identity
75,0.7581519150669607,0.5937128458711336,0.8674440404929008,roberta-base-race,Gender_identity
75,0.2712908732386976,0.9318543382350523,0.7196334031656128,roberta-large-race,Gender_identity
76,0.13358797083731766,0.12034743914140023,0.6345941239556485,deberta-v3-base-race,Gender_identity
76,0.08290232806831521,0.9438591897763096,0.11804878869500113,deberta-v3-large-race,Gender_identity
76,0.8635406682365041,0.4845790453363822,0.6755922093515309,roberta-base-race,Gender_identity
76,0.5885970406388048,0.6829745401910746,0.17532079176437843,roberta-large-race,Gender_identity
